wavelength,B1,B2,B3,B4
471,0.001,,,
472,0.005,,,
473,0.007,,,
474,0.009,,,
475,0.01,,,
476,0.013,,,
477,0.018,,,
478,0.019,,,
479,0.021,,,
480,0.024,,,
481,0.031,,,
482,0.047,,,
483,0.06,,,
484,0.085,,,
485,0.102,,,
486,0.12,,,
487,0.147,,,
488,0.162,,,
489,0.177,,,
490,0.193,,,
491,0.228,,,
492,0.274,,,
493,0.312,,,
494,0.342,,,
495,0.381,,,
496,0.434,,,
497,0.485,,,
498,0.517,,,
499,0.565,,,
500,0.604,,,
501,0.643,,,
502,0.669,,,
503,0.685,,,
504,0.702,,,
505,0.729,,,
506,0.74,,,
507,0.758,,,
508,0.778,,,
509,0.797,,,
510,0.812,,,
511,0.828,,,
512,0.837,,,
513,0.847,,,
514,0.852,,,
515,0.857,,,
516,0.865,,,
517,0.871,,,
518,0.875,,,
519,0.879,,,
520,0.885,,,
521,0.895,,,
522,0.903,,,
523,0.91,,,
524,0.917,,,
525,0.925,,,
526,0.933,,,
527,0.939,,,
528,0.944,,,
529,0.953,,,
530,0.959,,,
531,0.962,,,
532,0.965,,,
533,0.967,,,
534,0.965,,,
535,0.964,,,
536,0.964,,,
537,0.963,,,
538,0.962,,,
539,0.961,,,
540,0.959,,,
541,0.958,,,
542,0.959,,,
543,0.963,,,
544,0.967,,,
545,0.971,,,
546,0.977,,,
547,0.981,,,
548,0.984,,,
549,0.986,,,
550,0.989,,,
551,0.99,,,
552,0.991,,,
553,0.99,,,
554,0.987,,,
555,0.984,,,
556,0.981,,,
557,0.979,,,
558,0.976,,,
559,0.974,,,
560,0.971,,,
561,0.97,,,
562,0.969,,,
563,0.969,,,
564,0.968,,,
565,0.967,,,
566,0.965,,,
567,0.965,,,
568,0.965,,,
569,0.964,,,
570,0.963,,,
571,0.96,,,
572,0.956,,,
573,0.953,,,
574,0.947,,,
575,0.941,,,
576,0.937,,,
577,0.932,,,
578,0.926,,,
579,0.921,,,
580,0.919,0.001,,
581,0.916,0.001,,
582,0.916,0.01,,
583,0.916,0.014,,
584,0.917,0.015,,
585,0.919,0.018,,
586,0.921,0.023,,
587,0.922,0.028,,
588,0.924,0.037,,
589,0.925,0.05,,
590,0.921,0.082,,
591,0.906,0.116,,
592,0.891,0.142,,
593,0.874,0.175,,
594,0.862,0.213,,
595,0.838,0.247,,
596,0.812,0.278,,
597,0.793,0.315,,
598,0.77,0.358,,
599,0.748,0.396,,
600,0.719,0.429,,
601,0.693,0.467,,
602,0.663,0.511,,
603,0.631,0.543,,
604,0.602,0.59,,
605,0.566,0.63,,
606,0.533,0.661,,
607,0.497,0.702,,
608,0.46,0.74,,
609,0.437,0.769,,
610,0.398,0.795,,
611,0.364,0.816,,
612,0.338,0.833,,
613,0.311,0.846,,
614,0.285,0.862,,
615,0.244,0.873,,
616,0.211,0.889,,
617,0.187,0.899,,
618,0.159,0.916,,
619,0.132,0.93,,
620,0.103,0.94,,
621,0.092,0.946,,
622,0.082,0.949,,
623,0.072,0.953,,
624,0.066,0.959,,
625,0.063,0.963,,
626,0.058,0.967,,
627,0.053,0.97,,
628,0.046,0.976,,
629,0.04,0.979,,
630,0.038,0.981,,
631,0.035,0.982,,
632,0.033,0.984,,
633,0.03,0.986,,
634,0.028,0.988,,
635,0.026,0.99,,
636,0.023,0.991,,
637,0.021,0.992,,
638,0.019,0.992,,
639,0.018,0.991,,
640,0.017,0.99,,
641,0.015,0.987,,
642,0.014,0.982,,
643,0.012,0.98,,
644,0.012,0.976,,
645,0.012,0.972,,
646,0.012,0.968,,
647,0.005,0.963,,
648,0.004,0.958,,
649,0.0,0.954,,
650,0.0,0.948,,
651,,0.946,,
652,,0.943,,
653,,0.94,,
654,,0.936,,
655,,0.931,,
656,,0.927,,
657,,0.924,,
658,,0.92,,
659,,0.916,,
660,,0.913,,
661,,0.911,,
662,,0.908,,
663,,0.906,,
664,,0.903,,
665,,0.898,,
666,,0.896,,
667,,0.893,,
668,,0.889,,
669,,0.886,,
670,,0.884,,
671,,0.881,,
672,,0.878,,
673,,0.874,,
674,,0.87,0.0,
675,,0.868,0.002,
676,,0.866,0.001,
677,,0.86,0.001,
678,,0.855,0.002,
679,,0.853,0.004,
680,,0.846,0.005,
681,,0.84,0.006,
682,,0.835,0.009,
683,,0.832,0.016,
684,,0.826,0.022,
685,,0.821,0.028,
686,,0.816,0.036,
687,,0.812,0.04,
688,,0.8,0.048,
689,,0.773,0.054,
690,,0.726,0.063,
691,,0.68,0.075,
692,,0.639,0.092,
693,,0.601,0.108,
694,,0.551,0.126,
695,,0.509,0.143,
696,,0.458,0.17,
697,,0.412,0.189,
698,,0.362,0.208,
699,,0.325,0.226,
700,,0.29,0.252,
701,,0.262,0.279,
702,,0.232,0.322,
703,,0.207,0.395,
704,,0.181,0.456,
705,,0.15,0.51,
706,,0.131,0.564,
707,,0.103,0.627,
708,,0.079,0.68,
709,,0.063,0.723,
710,,0.056,0.793,
711,,0.049,0.844,
712,,0.044,0.875,
713,,0.04,0.898,
714,,0.035,0.909,
715,,0.03,0.92,
716,,0.025,0.934,
717,,0.022,0.946,
718,,0.018,0.955,
719,,0.016,0.972,
720,,0.014,0.985,
721,,0.011,0.99,
722,,0.009,0.99,
723,,0.007,0.988,
724,,0.004,0.986,
725,,0.0,0.981,
726,,,0.973,
727,,,0.967,
728,,,0.962,
729,,,0.954,
730,,,0.947,
731,,,0.942,
732,,,0.939,
733,,,0.932,
734,,,0.928,
735,,,0.923,
736,,,0.918,
737,,,0.91,
738,,,0.906,
739,,,0.901,
740,,,0.896,
741,,,0.892,
742,,,0.89,
743,,,0.888,
744,,,0.888,
745,,,0.888,
746,,,0.888,
747,,,0.888,
748,,,0.887,
749,,,0.887,
750,,,0.887,
751,,,0.885,
752,,,0.885,
753,,,0.884,
754,,,0.883,
755,,,0.882,
756,,,0.881,
757,,,0.88,
758,,,0.88,
759,,,0.88,
760,,,0.879,
761,,,0.877,
762,,,0.873,
763,,,0.871,
764,,,0.864,0.0
765,,,0.858,0.0
766,,,0.855,0.002
767,,,0.849,0.002
768,,,0.844,0.002
769,,,0.84,0.002
770,,,0.833,0.002
771,,,0.829,0.002
772,,,0.827,0.002
773,,,0.826,0.001
774,,,0.824,0.001
775,,,0.824,0.001
776,,,0.822,0.001
777,,,0.821,0.001
778,,,0.82,0.001
779,,,0.82,0.003
780,,,0.818,0.005
781,,,0.816,0.007
782,,,0.814,0.009
783,,,0.811,0.012
784,,,0.808,0.016
785,,,0.805,0.02
786,,,0.802,0.023
787,,,0.798,0.026
788,,,0.795,0.03
789,,,0.793,0.033
790,,,0.79,0.037
791,,,0.786,0.041
792,,,0.778,0.049
793,,,0.773,0.063
794,,,0.768,0.074
795,,,0.763,0.086
796,,,0.756,0.094
797,,,0.748,0.103
798,,,0.743,0.11
799,,,0.737,0.123
800,,,0.733,0.138
801,,,0.73,0.164
802,,,0.727,0.186
803,,,0.726,0.227
804,,,0.724,0.26
805,,,0.724,0.293
806,,,0.724,0.314
807,,,0.721,0.35
808,,,0.719,0.403
809,,,0.716,0.465
810,,,0.712,0.498
811,,,0.689,0.525
812,,,0.647,0.567
813,,,0.601,0.593
814,,,0.559,0.636
815,,,0.496,0.667
816,,,0.444,0.704
817,,,0.394,0.741
818,,,0.353,0.771
819,,,0.289,0.823
820,,,0.234,0.859
821,,,0.193,0.883
822,,,0.167,0.898
823,,,0.148,0.923
824,,,0.13,0.931
825,,,0.113,0.946
826,,,0.102,0.95
827,,,0.084,0.951
828,,,0.067,0.953
829,,,0.05,0.955
830,,,0.037,0.957
831,,,0.028,0.959
832,,,0.021,0.962
833,,,0.019,0.966
834,,,0.017,0.968
835,,,0.015,0.97
836,,,0.013,0.972
837,,,0.01,0.974
838,,,0.007,0.977
839,,,0.005,0.98
840,,,0.004,0.981
841,,,0.002,0.982
842,,,0.002,0.984
843,,,0.003,0.984
844,,,0.003,0.984
845,,,0.003,0.985
846,,,0.003,0.985
847,,,0.003,0.985
848,,,0.002,0.985
849,,,0.0,0.984
850,,,0.0,0.984
851,,,,0.983
852,,,,0.982
853,,,,0.981
854,,,,0.98
855,,,,0.979
856,,,,0.978
857,,,,0.977
858,,,,0.976
859,,,,0.975
860,,,,0.974
861,,,,0.973
862,,,,0.972
863,,,,0.972
864,,,,0.972
865,,,,0.972
866,,,,0.972
867,,,,0.972
868,,,,0.972
869,,,,0.972
870,,,,0.972
871,,,,0.973
872,,,,0.973
873,,,,0.973
874,,,,0.973
875,,,,0.973
876,,,,0.974
877,,,,0.974
878,,,,0.973
879,,,,0.974
880,,,,0.974
881,,,,0.974
882,,,,0.974
883,,,,0.974
884,,,,0.975
885,,,,0.975
886,,,,0.975
887,,,,0.975
888,,,,0.975
889,,,,0.975
890,,,,0.975
891,,,,0.975
892,,,,0.975
893,,,,0.974
894,,,,0.974
895,,,,0.974
896,,,,0.974
897,,,,0.974
898,,,,0.975
899,,,,0.975
900,,,,0.975
901,,,,0.975
902,,,,0.974
903,,,,0.974
904,,,,0.974
905,,,,0.972
906,,,,0.971
907,,,,0.97
908,,,,0.97
909,,,,0.97
910,,,,0.97
911,,,,0.969
912,,,,0.968
913,,,,0.968
914,,,,0.968
915,,,,0.968
916,,,,0.968
917,,,,0.967
918,,,,0.966
919,,,,0.964
920,,,,0.963
921,,,,0.962
922,,,,0.961
923,,,,0.961
924,,,,0.959
925,,,,0.957
926,,,,0.955
927,,,,0.954
928,,,,0.951
929,,,,0.949
930,,,,0.945
931,,,,0.944
932,,,,0.942
933,,,,0.939
934,,,,0.936
935,,,,0.932
936,,,,0.929
937,,,,0.926
938,,,,0.924
939,,,,0.921
940,,,,0.918
941,,,,0.915
942,,,,0.912
943,,,,0.909
944,,,,0.906
945,,,,0.902
946,,,,0.899
947,,,,0.897
948,,,,0.894
949,,,,0.892
950,,,,0.889
951,,,,0.886
952,,,,0.884
953,,,,0.881
954,,,,0.877
955,,,,0.873
956,,,,0.871
957,,,,0.868
958,,,,0.866
959,,,,0.864
960,,,,0.861
961,,,,0.859
962,,,,0.856
963,,,,0.854
964,,,,0.851
965,,,,0.847
966,,,,0.843
967,,,,0.84
968,,,,0.837
969,,,,0.832
970,,,,0.828
971,,,,0.823
972,,,,0.82
973,,,,0.818
974,,,,0.814
975,,,,0.81
976,,,,0.807
977,,,,0.803
978,,,,0.8
979,,,,0.797
980,,,,0.792
981,,,,0.788
982,,,,0.784
983,,,,0.782
984,,,,0.781
985,,,,0.775
986,,,,0.767
987,,,,0.762
988,,,,0.757
989,,,,0.751
990,,,,0.747
991,,,,0.744
992,,,,0.742
993,,,,0.739
994,,,,0.735
995,,,,0.728
996,,,,0.721
997,,,,0.717
998,,,,0.712
999,,,,0.708
1000,,,,0.703
1001,,,,0.699
1002,,,,0.694
1003,,,,0.689
1004,,,,0.683
1005,,,,0.677
1006,,,,0.67
1007,,,,0.665
1008,,,,0.659
1009,,,,0.654
1010,,,,0.647
1011,,,,0.639
1012,,,,0.633
1013,,,,0.625
1014,,,,0.62
1015,,,,0.616
1016,,,,0.608
1017,,,,0.601
1018,,,,0.595
1019,,,,0.587
1020,,,,0.579
1021,,,,0.573
1022,,,,0.566
1023,,,,0.562
1024,,,,0.558
1025,,,,0.554
1026,,,,0.551
1027,,,,0.546
1028,,,,0.54
1029,,,,0.533
1030,,,,0.529
1031,,,,0.527
1032,,,,0.522
1033,,,,0.519
1034,,,,0.515
1035,,,,0.511
1036,,,,0.505
1037,,,,0.502
1038,,,,0.5
1039,,,,0.497
1040,,,,0.494
1041,,,,0.488
1042,,,,0.483
1043,,,,0.478
1044,,,,0.47
1045,,,,0.464
1046,,,,0.46
1047,,,,0.453
1048,,,,0.447
1049,,,,0.44
1050,,,,0.434
1051,,,,0.429
1052,,,,0.424
1053,,,,0.419
1054,,,,0.414
1055,,,,0.41
1056,,,,0.405
1057,,,,0.4
1058,,,,0.391
1059,,,,0.385
1060,,,,0.379
1061,,,,0.374
1062,,,,0.37
1063,,,,0.365
1064,,,,0.36
1065,,,,0.353
1066,,,,0.349
1067,,,,0.346
1068,,,,0.343
1069,,,,0.339
1070,,,,0.336
1071,,,,0.332
1072,,,,0.329
1073,,,,0.325
1074,,,,0.32
1075,,,,0.317
1076,,,,0.313
1077,,,,0.309
1078,,,,0.304
1079,,,,0.3
1080,,,,0.297
1081,,,,0.292
1082,,,,0.287
1083,,,,0.282
1084,,,,0.278
1085,,,,0.275
1086,,,,0.272
1087,,,,0.269
1088,,,,0.266
1089,,,,0.261
1090,,,,0.256
1091,,,,0.251
1092,,,,0.247
1093,,,,0.239
1094,,,,0.234
1095,,,,0.23
1096,,,,0.226
1097,,,,0.222
1098,,,,0.189
1099,,,,0.183
1100,,,,0.167
1101,,,,0.124
1102,,,,0.11
1103,,,,0.053
1104,,,,0.0
1105,,,,0.0
